> Shore Bin # 10703, Level 1
167.909575036	-29.0005951019
167.904905776	-29.000686656
167.899595636	-29.0117036698
167.907103075	-29.0133516442
167.902922103	-29.0242160678
167.902891585	-29.0366979477
167.906248569	-29.038345922
167.904600595	-29.0483253223
167.91046006	-29.0500038148
167.909147784	-29.0579079881
167.917509728	-29.0604409857
167.922545205	-29.0679484245
167.932494087	-29.0654459449
167.932494087	-29.0629129473
167.950865949	-29.0645914397
167.948729686	-29.0675211719
167.950865949	-29.0687418936
167.957518883	-29.0621499962
167.971679255	-29.0629129473
167.974608988	-29.0583962768
167.972106508	-29.0550087739
167.980407416	-29.0533913176
167.979552911	-29.0375219348
167.982909895	-29.0300144961
167.978362707	-29.0296177615
167.976714733	-29.0262607767
167.96084535	-29.0254673075
167.948332952	-29.0121004044
167.93417258	-29.0070954452
167.913328756	-29.0054169528
167.912565805	-29.0010223545
167.909575036	-29.0005951019
> Shore Bin # 10703, Level 1
167.927946899	-29.1225146868
167.934966049	-29.1362783246
167.95132372	-29.123338674
167.949187457	-29.1195849546
167.940032044	-29.1171129931
167.929198138	-29.121232929
167.927946899	-29.1225146868
> Shore Bin # 10703, Level 1
167.948729686	-29.0791790646
167.951659419	-29.0804608225
167.956298161	-29.0758525978
167.950896468	-29.07457084
167.948729686	-29.076646067
167.948729686	-29.0791790646
> Shore Bin # 10703, Level 1
167.938719768	-29.115007248
167.940825513	-29.1162890059
167.939177539	-29.1146105135
167.938719768	-29.115007248
> Shore Bin # 10703, Level 1
167.927885863	-29.0683451591
167.930449378	-29.0683451591
167.928343633	-29.0679484245
167.927885863	-29.0683451591
> Shore Bin # 10879, Level 1
159.040451667	-31.523338674
159.044937819	-31.5245899138
159.048294804	-31.5187914855
159.054123751	-31.5245899138
159.05912871	-31.521263447
159.079545281	-31.5441519799
159.077042802	-31.5641718166
159.079575799	-31.5674982834
159.067093919	-31.5883726253
159.067887388	-31.5983825437
159.072495613	-31.597924773
159.075791562	-31.6013122759
159.075425345	-31.5974975204
159.090409705	-31.5850156405
159.094956893	-31.5754329747
159.10124361	-31.5766842145
159.098710613	-31.570000763
159.100846876	-31.5670710307
159.104173342	-31.5704585336
159.107927062	-31.5675288014
159.105424582	-31.5642023346
159.107072557	-31.5600213626
159.100846876	-31.5612726024
159.098680095	-31.5566338598
159.10124361	-31.5550469215
159.096208133	-31.5500114443
159.097886625	-31.5475394827
159.085374228	-31.5425040055
159.087022202	-31.5300221256
159.079606317	-31.5274891279
159.076676585	-31.5187914855
159.069962615	-31.5203784237
159.069962615	-31.5137560082
159.04914931	-31.5121080339
159.04914931	-31.5145494774
159.042465858	-31.5112535286
159.041214618	-31.5225146868
159.040451667	-31.523338674
> Shore Bin # 10879, Level 1
159.242847333	-31.7600061036
159.251606012	-31.7662928206
159.25459678	-31.7650415808
159.252429999	-31.7587243458
159.242847333	-31.7592126345
159.242847333	-31.7600061036
> Shore Bin # 10879, Level 1
159.109575036	-31.5433585107
159.111680781	-31.5446097505
159.113786526	-31.5416800183
159.109575036	-31.5425650416
159.109575036	-31.5433585107
> Shore Bin # 10879, Level 1
159.064560922	-31.4966964218
159.0733196	-31.5020981155
159.072495613	-31.4954146639
159.064988174	-31.4962691691
159.064560922	-31.4966964218
> Shore Bin # 10879, Level 1
159.072922866	-31.493369955
159.075394827	-31.4942244602
159.072922866	-31.4924849317
159.072922866	-31.493369955
> Shore Bin # 10879, Level 1
159.075425345	-31.5050583658
159.077927825	-31.5058213169
159.075425345	-31.5042038605
159.075425345	-31.5050583658
> Shore Bin # 10879, Level 1
159.062119478	-31.5375295644
159.065354391	-31.5366750591
159.062119478	-31.5366750591
159.062119478	-31.5375295644
> Shore Bin # 11246, Level 1
174	-35.1242542153
173.992492561	-35.1196459907
173.991668574	-35.1229114214
173.989196612	-35.121263447
173.982909895	-35.127519646
173.983367666	-35.1337453269
173.978362707	-35.1204394598
173.975799191	-35.1229419394
173.971618219	-35.121263447
173.964171817	-35.1287403677
173.967132067	-35.123338674
173.955840391	-35.1121080339
173.951659419	-35.1121080339
173.943327993	-35.1020981155
173.938719768	-35.1074998093
173.942076753	-35.1000228885
173.928770886	-35.0675516899
173.939604791	-35.0566872663
173.914579995	-35.0417029068
173.917082475	-35.0333409628
173.922056916	-35.0325169757
173.902464332	-35.0254367895
173.896604868	-35.0137788968
173.885008011	-35.0254367895
173.87582208	-35.0212558175
173.869138628	-35.0254062715
173.859983215	-35.0220798047
173.861203937	-35.0175631342
173.855771725	-35.0179293507
173.852964065	-35.0142061494
173.854520485	-35.0058747234
173.845426108	-35.0033417258
173.850034333	-34.997940032
173.860044251	-34.9970855268
173.862516213	-34.9921110857
173.839169909	-34.9971160449
173.830045014	-35.0054474708
173.824582284	-35.0025482567
173.82418555	-34.9962920577
173.819119554	-34.9946135653
173.818326085	-35.0029144732
173.816250858	-34.9958953231
173.813321126	-34.9954375525
173.806637675	-34.997940032
173.801632715	-35.0054169528
173.791653315	-35.0054169528
173.779964904	-35.0121004044
173.772487984	-35.0087739376
173.762478065	-35.0112458991
173.757045853	-35.0158236057
173.757045853	-35.0200045777
173.767513542	-35.0237888151
173.77581445	-35.0229037919
173.77456321	-35.0291599908
173.777950713	-35.0325169757
173.774135958	-35.0312352178
173.773739223	-35.0333104448
173.784573129	-35.0416418708
173.779110399	-35.0462500954
173.772518502	-35.0379186694
173.766628519	-35.0370946822
173.761287861	-35.0399938964
173.76754406	-35.0471351186
173.772091249	-35.046707866
173.767055772	-35.0500038148
173.775387198	-35.0558937972
173.771633478	-35.0579385061
173.769161517	-35.0553749905
173.766659037	-35.0587930114
173.762508583	-35.0512550546
173.757930877	-35.0516823072
173.759609369	-35.0458228428
173.751613642	-35.0420996414
173.750362402	-35.0483863584
173.742915999	-35.0566567483
173.74789044	-35.0616617075
173.743739986	-35.0725261311
173.756252384	-35.0809185931
173.751674678	-35.0812848096
173.743343252	-35.0754558633
173.745418479	-35.0816815442
173.741268025	-35.0875104906
173.742854963	-35.0924849317
173.738338293	-35.0962691691
173.729182879	-35.0937361715
173.730434119	-35.0875410086
173.725001907	-35.087083238
173.722041657	-35.0749980926
173.718318456	-35.0763103685
173.717128252	-35.0742046235
173.720424201	-35.0666971847
173.718348974	-35.0628824292
173.705806058	-35.0646219577
173.701686122	-35.0687724117
173.698268101	-35.0671244373
173.695033188	-35.0754558633
173.684596017	-35.0733806363
173.693751431	-35.0683756771
173.691706722	-35.0646524758
173.684626535	-35.0641641871
173.706630045	-35.0587624933
173.718379492	-35.0462500954
173.723292897	-35.0546120394
173.724971389	-35.0504310674
173.729976349	-35.052964065
173.722072175	-35.0449988556
173.729976349	-35.0462806134
173.733333333	-35.040421149
173.740810254	-35.0438086519
173.748683909	-35.0300450141
173.748775463	-35.0258640421
173.743709468	-35.0233615625
173.751186389	-35.0175326162
173.735835813	-35.0137483787
173.732509346	-35.0154268711
173.729518578	-35.0116426337
173.735378042	-35.0117036698
173.731227588	-35.008346685
173.73495079	-35.0055085069
173.74337377	-35.0096284428
173.747463188	-35.0079194324
173.751674678	-35.010482948
173.754207675	-35.0079499504
173.758297093	-35.0112764172
173.760433356	-35.0066681926
173.756252384	-35.000015259
173.746700237	-34.9962920577
173.717463951	-34.9987640192
173.712916762	-34.9908598459
173.717952239	-34.9850003815
173.71419852	-34.9788052186
173.70702678	-34.9749904631
173.710414282	-34.9716639963
173.703730831	-34.9692225528
173.707911803	-34.9658960861
173.706263828	-34.957503624
173.694209201	-34.9521019303
173.684168765	-34.9495689326
173.67956054	-34.9533531701
173.679163806	-34.9621118486
173.662531472	-34.9620813306
173.656702525	-34.9687953002
173.648340581	-34.9687647822
173.64165713	-34.9554589151
173.634973678	-34.9570763714
173.635431449	-34.953322652
173.631708248	-34.951247425
173.62667277	-34.9562829023
173.623346304	-34.9554589151
173.622034028	-34.9525597009
173.626306554	-34.9508812085
173.623773556	-34.9416952773
173.618341344	-34.9387655451
173.610833906	-34.9412680247
173.598321508	-34.9354085603
173.592095827	-34.9392233158
173.592462043	-34.9429465171
173.584161135	-34.942153048
173.577447166	-34.9470969711
173.575432975	-34.9391622797
173.580407416	-34.9375143053
173.571221485	-34.9300679026
173.57457847	-34.9267109178
173.569207294	-34.925459678
173.560784314	-34.9146257725
173.555443656	-34.923353933
173.557946136	-34.9300679026
173.553337911	-34.92964065
173.542534524	-34.9395895323
173.539177539	-34.937972076
173.536614023	-34.9421225299
173.533348592	-34.9412680247
173.526237888	-34.9508812085
173.529625391	-34.9541771572
173.530449378	-34.9650415808
173.537956817	-34.9708400092
173.534996567	-34.9779201953
173.529594873	-34.9792019532
173.533775845	-34.9850003815
173.538292515	-34.9879301137
173.542046235	-34.9791409171
173.549126421	-34.9754482338
173.561211566	-34.9891813535
173.558373388	-35.0103913939
173.554985885	-35.0029144732
173.543694209	-35.0033417258
173.550408179	-35.0158236057
173.549156939	-35.0179293507
173.544945449	-35.0163118944
173.543327993	-35.0221103227
173.540428779	-35.0175326162
173.543755245	-35.0142061494
173.539574273	-34.9933318074
173.537468528	-34.9904020752
173.532463569	-34.9904325933
173.528374151	-34.9829251545
173.519096666	-34.9904325933
173.510002289	-34.9921416037
173.501640345	-34.9896086061
173.500846876	-34.99375906
173.477500572	-34.989578088
173.472892348	-34.9916838331
173.4733196	-34.9987640192
173.472526131	-34.9954680705
173.463401236	-34.9954375525
173.457511254	-34.9870756085
173.452445258	-34.989578088
173.443320363	-34.9854276341
173.430838483	-34.9896086061
173.430838483	-34.9854581521
173.407461662	-34.9687647822
173.384542611	-34.9458762493
173.371236744	-34.9108415351
173.371236744	-34.8908216983
173.38252842	-34.8779125658
173.398397803	-34.8804150454
173.399984741	-34.8845960174
173.415793088	-34.882917525
173.430838483	-34.8720836194
173.43587396	-34.8729686427
173.439139391	-34.8638132296
173.463309682	-34.8621042191
173.462058442	-34.855024033
173.471305409	-34.8500190738
173.467429618	-34.8470893416
173.461661707	-34.8479438468
173.442893111	-34.8358281834
173.45210956	-34.8350652323
173.454581521	-34.8300297551
173.450797284	-34.8263065537
173.438345922	-34.8295719844
173.427542535	-34.8271000229
173.424582284	-34.8291752499
173.426626993	-34.8329594873
173.414999619	-34.8345769436
173.417105364	-34.8300297551
173.410818647	-34.8296025025
173.409597925	-34.8258793011
173.416708629	-34.8245975433
173.42043183	-34.8200198367
173.418356603	-34.8162355993
173.410391394	-34.8141603723
173.409597925	-34.8066834516
173.414572366	-34.7983215076
173.409933623	-34.7971007858
173.402975509	-34.7884031434
173.404623484	-34.7858396277
173.399130236	-34.7829709316
173.394583047	-34.7933470665
173.397940032	-34.8017090105
173.387563897	-34.8012817578
173.386190585	-34.8033569848
173.389608606	-34.808331426
173.387106126	-34.8150148775
173.39626154	-34.8183413443
173.397024491	-34.8250247959
173.393698024	-34.8325322347
173.38002594	-34.844586862
173.364156558	-34.8529182879
173.340901808	-34.8596017395
173.301686122	-34.8637216754
173.29079118	-34.8595712215
173.287067979	-34.8633249409
173.288746471	-34.8808728161
173.297901884	-34.8850537881
173.300373846	-34.8983901732
173.307515068	-34.9029373617
173.311635004	-34.9012893874
